,_id,price,bedroom,bathroom,area,district,city,releaseDate,id
1803,{'$oid': '65f5b3a0a29f343c6c8f2c80'},350000000,2,1,50,SERPONG,KOTA TANGERANG SELATAN,2024/03/16,918007210
1804,{'$oid': '65f5b3a0a29f343c6c8f2c81'},508000999,4,2,77,KELAPA DUA,KAB. TANGERANG,2024/03/16,918007192
1805,{'$oid': '65f5b3a0a29f343c6c8f2c82'},{'$numberLong': '2800000000'},7,5,260,PERAK,KAB. JOMBANG,2024/03/16,918007188
1806,{'$oid': '65f5b3a0a29f343c6c8f2c83'},400000000,4,2,100,CITANGKIL,KOTA CILEGON,2024/03/16,918007183
1807,{'$oid': '65f5b3a0a29f343c6c8f2c84'},2000000009,4,3,142,KEMAYORAN,JAKARTA PUSAT,2024/03/16,918007182
1808,{'$oid': '65f5b3a0a29f343c6c8f2c85'},895000000,3,1,73,BATURADEN,KAB. BANYUMAS,2024/02/20,916764961
1809,{'$oid': '65f5b3a0a29f343c6c8f2c86'},841000000,2,2,68,CILANDAK,JAKARTA SELATAN,2024/02/01,910641361
1810,{'$oid': '65f5b3a0a29f343c6c8f2c87'},2100000000,4,4,210,SUKMAJAYA,KOTA DEPOK,2024/02/02,910745766
1811,{'$oid': '65f5b3a0a29f343c6c8f2c88'},185000000,2,1,60,PURWOKERTO UTARA,KAB. BANYUMAS,2024/03/09,917638497
1812,{'$oid': '65f5b3a0a29f343c6c8f2c89'},1340000000,3,2,70,TEMBALANG,KOTA SEMARANG,2024/03/16,918007155
1813,{'$oid': '65f5b3a0a29f343c6c8f2c8a'},{'$numberLong': '2900000000'},4,4,202,BOGOR SELATAN - KOTA,KOTA BOGOR,2024/03/16,918007138
1814,{'$oid': '65f5b3a0a29f343c6c8f2c8b'},508000999,4,2,77,CURUG,KAB. TANGERANG,2024/03/16,918007123
1815,{'$oid': '65f5b3a0a29f343c6c8f2c8c'},850000000,2,1,36,PADALARANG,KAB. BANDUNG BARAT,2024/03/16,918007103
1816,{'$oid': '65f5b3a0a29f343c6c8f2c8d'},525000000,2,1,40,SOMBA OPU (UPU),KAB. GOWA,2024/03/16,918007082
1817,{'$oid': '65f5b3a0a29f343c6c8f2c8e'},405000000,2,2,60,TANJUNG SENANG,KOTA BANDAR LAMPUNG,2024/03/16,918007080
1818,{'$oid': '65f5b3a0a29f343c6c8f2c8f'},508000999,4,2,77,CIKUPA,KAB. TANGERANG,2024/03/16,918007066
1819,{'$oid': '65f5b3a0a29f343c6c8f2c90'},400000004,2,1,36,TAMBUN UTARA,KAB. BEKASI,2024/03/16,918007060
1820,{'$oid': '65f5b3a0a29f343c6c8f2c91'},1390000000,4,2,176,GUBENG,KOTA SURABAYA,2024/03/16,918007050
1821,{'$oid': '65f5b3a0a29f343c6c8f2c92'},135000000,2,1,40,CIOMAS,KAB. BOGOR,2024/03/16,918007032
1822,{'$oid': '65f5b3a0a29f343c6c8f2c93'},1600000000,3,3,120,MULYOREJO,KOTA SURABAYA,2024/03/16,918007018
1823,{'$oid': '65f5b3a0a29f343c6c8f2c94'},749000000,2,2,50,MUSTIKA JAYA,KOTA BEKASI,2024/02/24,891969488
1824,{'$oid': '65f5b3a0a29f343c6c8f2c95'},{'$numberLong': '2800000000'},4,2,300,REGOL,KOTA BANDUNG,2024/02/12,916431817
1825,{'$oid': '65f5b3a0a29f343c6c8f2c96'},985000000,4,2,185,PAMULANG,KOTA TANGERANG SELATAN,2024/12/02,871788139
1826,{'$oid': '65f5b3a0a29f343c6c8f2c97'},1150000000,4,3,200,BEKASI SELATAN,KOTA BEKASI,2024/02/22,911338519
1827,{'$oid': '65f5b3a0a29f343c6c8f2c98'},621000999,3,3,88,SERPONG,KOTA TANGERANG SELATAN,2024/03/16,918007007
1828,{'$oid': '65f5b3a0a29f343c6c8f2c99'},1875000000,4,2,170,TAMBUN SELATAN,KAB. BEKASI,2024/03/16,917096343
1829,{'$oid': '65f5b3a0a29f343c6c8f2c9a'},1490000000,4,3,210,RAWALUMBU,KOTA BEKASI,2024/03/16,918006979
1830,{'$oid': '65f5b3a0a29f343c6c8f2c9b'},1500000000,4,4,217,SENEN,JAKARTA PUSAT,2024/03/16,916640831
1831,{'$oid': '65f5b3a0a29f343c6c8f2c9c'},500000000,2,1,39,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/16,918006972
1832,{'$oid': '65f5b3a0a29f343c6c8f2c9d'},{'$numberLong': '16800000000'},7,4,968,SERPONG,KOTA TANGERANG SELATAN,2024/03/16,918006962
1833,{'$oid': '65f5b3a0a29f343c6c8f2c9e'},621000999,3,3,88,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/16,918006952
1834,{'$oid': '65f5b3a0a29f343c6c8f2c9f'},1799000000,2,2,70,PAKUWON,KOTA SURABAYA,2024/03/16,918006950
1835,{'$oid': '65f5b3a0a29f343c6c8f2ca0'},170000000,2,1,30,TAJINAN,KAB. MALANG,2024/03/16,918006944
1836,{'$oid': '65f5b3a0a29f343c6c8f2ca1'},{'$numberLong': '4990000000'},5,5,248,GUBENG,KOTA SURABAYA,2024/03/16,918006942
1837,{'$oid': '65f5b3a0a29f343c6c8f2ca2'},690000492,3,1,61,PAMULANG,KOTA TANGERANG SELATAN,2024/03/16,918006935
1838,{'$oid': '65f5b3a0a29f343c6c8f2ca3'},1800000000,3,3,60,PACET,KAB. MOJOKERTO,2024/03/02,917283368
1839,{'$oid': '65f5b3a0a29f343c6c8f2ca4'},435000000,2,1,45,RUNGKUT,KOTA SURABAYA,2024/03/04,917371612
1840,{'$oid': '65f5b3a0a29f343c6c8f2ca5'},{'$numberLong': '2600000000'},6,5,285,PADEMANGAN,JAKARTA UTARA,2024/03/07,917560027
1841,{'$oid': '65f5b3a0a29f343c6c8f2ca6'},875000000,3,2,205,BONTANG SELATAN,KOTA BONTANG,2024/03/11,917752302
1842,{'$oid': '65f5b3a0a29f343c6c8f2ca7'},621000999,3,3,88,KARAWACI,KOTA TANGERANG,2024/03/16,918006894
1843,{'$oid': '65f5b3a0a29f343c6c8f2ca8'},400000000,2,1,45,PANCORAN MAS,KOTA DEPOK,2024/03/16,915630162
1844,{'$oid': '65f5b3a0a29f343c6c8f2ca9'},1750000000,4,4,120,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/16,918006866
1845,{'$oid': '65f5b3a0a29f343c6c8f2caa'},1300000002,4,2,75,KEBAYORAN BARU,JAKARTA SELATAN,2024/03/16,918006861
1846,{'$oid': '65f5b3a0a29f343c6c8f2cab'},445000000,2,1,45,PAMULANG,KOTA TANGERANG SELATAN,2024/03/16,918006853
1847,{'$oid': '65f5b3a0a29f343c6c8f2cac'},1000000000,2,2,72,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/16,918006835
1848,{'$oid': '65f5b3a0a29f343c6c8f2cad'},621000999,3,3,88,KARANG TENGAH,KOTA TANGERANG,2024/03/16,918006833
1849,{'$oid': '65f5b3a0a29f343c6c8f2cae'},300000000,2,1,36,SINGOSARI,KAB. MALANG,2024/03/16,918006831
1850,{'$oid': '65f5b3a0a29f343c6c8f2caf'},290000001,3,2,60,PALMERAH,JAKARTA BARAT,2024/03/16,918006805
1851,{'$oid': '65f5b3a0a29f343c6c8f2cb0'},385000000,3,1,75,BANJARSARI,KOTA SURAKARTA,2024/03/16,886032692
1852,{'$oid': '65f5b3a0a29f343c6c8f2cb1'},{'$numberLong': '2200000000'},4,2,120,BALIKPAPAN SELATAN,KOTA BALIKPAPAN,2024/03/16,918006757
1853,{'$oid': '65f5b3a0a29f343c6c8f2cb2'},450000000,3,2,95,TAMBUN UTARA,KAB. BEKASI,2024/01/09,891075038
1854,{'$oid': '65f5b3a0a29f343c6c8f2cb3'},{'$numberLong': '4850000000'},3,3,320,PULO GADUNG,JAKARTA TIMUR,2024/02/21,916800397
1855,{'$oid': '65f5b3a0a29f343c6c8f2cb4'},500000000,2,1,38,BOJONGSARI,KOTA DEPOK,2024/03/16,917999129
1856,{'$oid': '65f5b3a0a29f343c6c8f2cb5'},1700000000,4,4,200,CAKUNG,JAKARTA TIMUR,2024/01/12,914910756
1857,{'$oid': '65f5b3a0a29f343c6c8f2cb6'},621000999,3,3,88,JATIUWUNG,KOTA TANGERANG,2024/03/16,918006729
1858,{'$oid': '65f5b3a0a29f343c6c8f2cb7'},600000001,3,2,60,TAMBUN SELATAN,KAB. BEKASI,2024/03/16,918006726
1859,{'$oid': '65f5b3a0a29f343c6c8f2cb8'},450000000,2,1,36,SERPONG,KOTA TANGERANG SELATAN,2024/03/16,915823435
1860,{'$oid': '65f5b3a0a29f343c6c8f2cb9'},1900000000,3,3,108,KARAWANG BARAT,KAB. KARAWANG,2024/03/16,918006681
1861,{'$oid': '65f5b3a0a29f343c6c8f2cba'},1500000000,3,3,115,RUNGKUT,KOTA SURABAYA,2024/03/16,918006671
1862,{'$oid': '65f5b3a0a29f343c6c8f2cbb'},300000000,2,1,72,MAJALAYA,KAB. KARAWANG,2024/03/16,918006670
1863,{'$oid': '65f5b3a0a29f343c6c8f2cbc'},621000999,3,3,88,GADING SERPONG,KOTA TANGERANG,2024/03/16,918006658
1864,{'$oid': '65f5b3a0a29f343c6c8f2cbd'},599999965,2,2,80,CILEUNYI,KAB. BANDUNG,2024/03/16,918006641
1865,{'$oid': '65f5b3a0a29f343c6c8f2cbe'},415000000,2,2,50,KEDUNGKANDANG,KOTA MALANG,2024/03/16,918006595
1866,{'$oid': '65f5b3a0a29f343c6c8f2cbf'},621000999,3,3,88,KELAPA DUA,KAB. TANGERANG,2024/03/16,918006585
1867,{'$oid': '65f5b3a0a29f343c6c8f2cc0'},{'$numberLong': '12000000000'},7,4,129,TAMAN SARI,JAKARTA BARAT,2024/03/16,918006570
1868,{'$oid': '65f5b3a0a29f343c6c8f2cc1'},{'$numberLong': '2649000000'},4,3,160,KEMBANGAN,JAKARTA BARAT,2024/01/15,915066901
1869,{'$oid': '65f5b3a0a29f343c6c8f2cc2'},1350000000,2,2,110,MARGAASIH,KAB. BANDUNG,2024/02/01,915885812
1870,{'$oid': '65f5b3a0a29f343c6c8f2cc3'},495000000,2,1,43,KALASAN,KAB. SLEMAN,2024/02/23,916904987
1871,{'$oid': '65f5b3a0a29f343c6c8f2cc4'},1200000000,4,3,122,SAWANGAN,KOTA DEPOK,2024/03/08,917573352
1872,{'$oid': '65f5b3a0a29f343c6c8f2cc5'},1350000000,5,3,200,GUBENG,KOTA SURABAYA,2024/03/16,918006554
1873,{'$oid': '65f5b3a0a29f343c6c8f2cc6'},465000000,8,2,120,SAWAH BESAR,JAKARTA PUSAT,2024/03/16,918006549
1874,{'$oid': '65f5b3a0a29f343c6c8f2cc7'},70000000,3,1,30,CURUG,KOTA SERANG,2024/03/16,918006542
1875,{'$oid': '65f5b3a0a29f343c6c8f2cc8'},621000999,3,3,88,CURUG,KAB. TANGERANG,2024/03/16,918006527
1876,{'$oid': '65f5b3a0a29f343c6c8f2cc9'},115000000,2,1,56,SUKODONO,KAB. SIDOARJO,2024/03/16,918006498
1877,{'$oid': '65f5b3a0a29f343c6c8f2cca'},399000000,3,2,67,LAWANG,KAB. MALANG,2024/03/16,918006475
1878,{'$oid': '65f5b3a0a29f343c6c8f2ccb'},600000000,3,2,55,PARUNG,KAB. BOGOR,2024/03/16,918006433
1879,{'$oid': '65f5b3a0a29f343c6c8f2ccc'},1185000000,4,3,130,CIKUPA,KAB. TANGERANG,2024/03/16,918006420
1880,{'$oid': '65f5b3a0a29f343c6c8f2ccd'},{'$numberLong': '2200000000'},5,4,165,CIKUPA,KAB. TANGERANG,2024/03/16,918006419
1881,{'$oid': '65f5b3a0a29f343c6c8f2cce'},621000999,3,3,88,CIKUPA,KAB. TANGERANG,2024/03/16,918006413
1882,{'$oid': '65f5b3a0a29f343c6c8f2ccf'},275000009,2,1,40,SAWANGAN,KOTA DEPOK,2024/03/16,918006409
1883,{'$oid': '65f5b3a0a29f343c6c8f2cd0'},{'$numberLong': '8600000000'},4,4,213,PENJARINGAN,JAKARTA UTARA,2024/02/14,916493841
1884,{'$oid': '65f5b3a0a29f343c6c8f2cd1'},{'$numberLong': '2500000000'},4,3,120,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/02/23,916936298
1885,{'$oid': '65f5b3a0a29f343c6c8f2cd2'},415000000,2,1,36,KARAWANG BARAT,KAB. KARAWANG,2024/02/18,916685931
1886,{'$oid': '65f5b3a0a29f343c6c8f2cd3'},350000000,2,2,100,KARAWACI,KOTA TANGERANG,2024/03/07,917534875
1887,{'$oid': '65f5b3a0a29f343c6c8f2cd4'},1350000000,6,3,240,GUBENG,KOTA SURABAYA,2024/03/16,918006359
1888,{'$oid': '65f5b3a0a29f343c6c8f2cd5'},890000000,3,1,60,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/16,918006338
1889,{'$oid': '65f5b3a0a29f343c6c8f2cd6'},{'$numberLong': '3500000000'},6,4,410,CINERE,KOTA DEPOK,2024/03/16,918006334
1890,{'$oid': '65f5b3a0a29f343c6c8f2cd7'},1900000000,4,3,225,BLIMBING,KOTA MALANG,2024/03/16,918006332
1891,{'$oid': '65f5b3a0a29f343c6c8f2cd8'},1000000000,4,1,90,GENUK,KOTA SEMARANG,2024/03/16,918006325
1892,{'$oid': '65f5b3a0a29f343c6c8f2cd9'},600000001,3,2,60,DUREN SAWIT,JAKARTA TIMUR,2024/03/16,918006246
1893,{'$oid': '65f5b3a0a29f343c6c8f2cda'},1250000000,4,2,130,PEKANBARU KOTA,KOTA PEKANBARU,2024/03/16,918006229
1894,{'$oid': '65f5b3a0a29f343c6c8f2cdb'},600000000,3,2,73,BOGOR BARAT - KOTA,KOTA BOGOR,2024/03/16,918006226
1895,{'$oid': '65f5b3a0a29f343c6c8f2cdc'},459000000,2,2,120,PARUNG KUDA,KAB. SUKABUMI,2024/03/16,918006188
1896,{'$oid': '65f5b3a0a29f343c6c8f2cdd'},275000000,2,1,40,SAWANGAN,KOTA DEPOK,2024/03/16,918006178
1897,{'$oid': '65f5b3a0a29f343c6c8f2cde'},720000000,2,2,55,PAMULANG,KOTA TANGERANG SELATAN,2024/03/16,918006160
1898,{'$oid': '65f5b3a0a29f343c6c8f2cdf'},2100000000,4,3,138,SEDATI,KAB. SIDOARJO,2024/01/21,912256765
1899,{'$oid': '65f5b3a0a29f343c6c8f2ce0'},780000000,3,2,38,CIBINONG,KAB. BOGOR,2024/03/13,917814938
1900,{'$oid': '65f5b3a0a29f343c6c8f2ce1'},496000000,1,2,50,BUNGURSARI,KOTA TASIKMALAYA,2024/02/29,917201916
1901,{'$oid': '65f5b3a0a29f343c6c8f2ce2'},400000000,2,1,36,CIBODAS,KOTA TANGERANG,2024/02/22,916864434
1902,{'$oid': '65f5b3a0a29f343c6c8f2ce3'},{'$numberLong': '2300000000'},3,3,150,CENGKARENG,JAKARTA BARAT,2024/03/16,913477230
1903,{'$oid': '65f5b3a0a29f343c6c8f2ce4'},1000000000,2,1,60,BOGOR SELATAN - KOTA,KOTA BOGOR,2024/03/16,918006141
1904,{'$oid': '65f5b3a0a29f343c6c8f2ce5'},{'$numberLong': '15000000000'},7,5,550,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/16,918006138
1905,{'$oid': '65f5b3a0a29f343c6c8f2ce6'},{'$numberLong': '3250000000'},4,4,350,TAMBAKSARI,KOTA SURABAYA,2024/03/16,918006132
1906,{'$oid': '65f5b3a0a29f343c6c8f2ce7'},1500000000,2,2,72,KALIDERES,JAKARTA BARAT,2024/03/16,918006129
1907,{'$oid': '65f5b3a0a29f343c6c8f2ce8'},{'$numberLong': '3000000000'},3,2,110,KEMBANGAN,JAKARTA BARAT,2024/03/16,918006128
1908,{'$oid': '65f5b3a0a29f343c6c8f2ce9'},875000001,3,2,95,SEMARANG BARAT,KOTA SEMARANG,2024/03/16,918006112
1909,{'$oid': '65f5b3a0a29f343c6c8f2cea'},380000000,2,1,36,KEDUNGKANDANG,KOTA MALANG,2024/03/16,918006092
1910,{'$oid': '65f5b3a0a29f343c6c8f2ceb'},950000000,3,2,110,KEMBANGAN,JAKARTA BARAT,2024/03/16,918006048
1911,{'$oid': '65f5b3a0a29f343c6c8f2cec'},199999999,2,1,36,CITAYAM,KOTA DEPOK,2024/03/16,918006015
1912,{'$oid': '65f5b3a0a29f343c6c8f2ced'},{'$numberLong': '3500000000'},5,3,250,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/16,918005999
1913,{'$oid': '65f5b3a0a29f343c6c8f2cee'},990000000,3,2,120,LAKARSANTRI,KOTA SURABAYA,2024/02/18,799926193
1914,{'$oid': '65f5b3a0a29f343c6c8f2cef'},150000000,3,1,84,KLAPANUNGGAL,KAB. BOGOR,2024/03/09,917657275
1915,{'$oid': '65f5b3a0a29f343c6c8f2cf0'},399000008,2,2,40,CIPUTAT,KOTA TANGERANG SELATAN,2024/03/03,916456070
1916,{'$oid': '65f5b3a0a29f343c6c8f2cf1'},305000000,2,1,60,WALANTAKA,KOTA SERANG,2024/02/20,916785008
1917,{'$oid': '65f5b3a0a29f343c6c8f2cf2'},{'$numberLong': '2650000000'},4,3,100,BANDUNG KULON,KOTA BANDUNG,2024/03/16,918005955
1918,{'$oid': '65f5b3a0a29f343c6c8f2cf3'},{'$numberLong': '14500000000'},5,6,625,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/16,918005931
1919,{'$oid': '65f5b3a0a29f343c6c8f2cf4'},250000000,3,1,80,TAPOS,KOTA DEPOK,2024/03/16,918005921
1920,{'$oid': '65f5b3a0a29f343c6c8f2cf5'},{'$numberLong': '5500000000'},4,3,200,MLATI,KAB. SLEMAN,2024/03/16,918005915
1921,{'$oid': '65f5b3a0a29f343c6c8f2cf6'},1000000001,3,2,72,PONDOK MELATI,KOTA BEKASI,2024/03/16,918005907
1922,{'$oid': '65f5b3a0a29f343c6c8f2cf7'},1650000000,3,3,100,CILEDUG,KOTA TANGERANG,2024/03/16,918005892
1923,{'$oid': '65f5b3a0a29f343c6c8f2cf8'},509000000,4,2,77,TANJUNG DUREN,JAKARTA BARAT,2024/03/16,918005880
1924,{'$oid': '65f5b3a0a29f343c6c8f2cf9'},{'$numberLong': '34500000000'},9,4,680,KEBAYORAN LAMA,JAKARTA SELATAN,2024/03/16,915323092
1925,{'$oid': '65f5b3a0a29f343c6c8f2cfa'},1400000000,2,2,70,KALIDERES,JAKARTA BARAT,2024/03/16,918005846
1926,{'$oid': '65f5b3a0a29f343c6c8f2cfb'},840000000,3,2,100,CIMANGGIS,KOTA DEPOK,2024/03/16,918005845
1927,{'$oid': '65f5b3a0a29f343c6c8f2cfc'},{'$numberLong': '4000000000'},5,3,250,JAGAKARSA,JAKARTA SELATAN,2024/03/16,918005841
1928,{'$oid': '65f5b3a0a29f343c6c8f2cfd'},1550000000,3,3,110,TAMAN,KAB. SIDOARJO,2024/03/02,917295053
1929,{'$oid': '65f5b3a0a29f343c6c8f2cfe'},{'$numberLong': '10000000000'},6,4,250,KEMAYORAN,JAKARTA PUSAT,2024/01/08,907562217
1930,{'$oid': '65f5b3a0a29f343c6c8f2cff'},185000000,2,1,42,MOJOTENGAH,KAB. WONOSOBO,2024/03/07,917540500
1931,{'$oid': '65f5b3a0a29f343c6c8f2d00'},670000000,3,1,154,BEKASI BARAT,KOTA BEKASI,2024/02/17,916606567
1932,{'$oid': '65f5b3a0a29f343c6c8f2d01'},{'$numberLong': '2950000000'},4,4,161,CIPUTAT TIMUR,KOTA TANGERANG SELATAN,2024/03/16,915555755
1933,{'$oid': '65f5b3a0a29f343c6c8f2d02'},580000000,2,1,43,BEKASI TIMUR,KOTA BEKASI,2024/03/16,916086413
1934,{'$oid': '65f5b3a0a29f343c6c8f2d03'},{'$numberLong': '20000000000'},6,6,450,KEBAYORAN BARU,JAKARTA SELATAN,2024/03/16,915586222
1935,{'$oid': '65f5b3a0a29f343c6c8f2d04'},{'$numberLong': '2800000000'},5,4,165,CINERE,KOTA DEPOK,2024/03/16,915644068
1936,{'$oid': '65f5b3a0a29f343c6c8f2d05'},509000000,4,2,77,KALIDERES,JAKARTA BARAT,2024/03/16,918005821
1937,{'$oid': '65f5b3a0a29f343c6c8f2d06'},875000000,3,2,65,PONDOK MELATI,KOTA BEKASI,2024/03/16,914471225
1938,{'$oid': '65f5b3a0a29f343c6c8f2d07'},885000000,3,2,61,PASAR MINGGU,JAKARTA SELATAN,2024/03/16,917956557
1939,{'$oid': '65f5b3a0a29f343c6c8f2d08'},{'$numberLong': '6500000000'},5,4,600,CIPUTAT TIMUR,KOTA TANGERANG SELATAN,2024/03/16,915651030
1940,{'$oid': '65fa271c3a80014f4a269396'},2000000000,3,2,120,RAPPOCINI,KOTA MAKASSAR,2024/03/19,918069348
1941,{'$oid': '65fa271c3a80014f4a269397'},710000000,2,1,125,BANJARAN,KAB. BANDUNG,2024/07/04,900415450
1942,{'$oid': '65fa271c3a80014f4a269398'},1800000000,2,2,120,CIMANGGIS,KOTA DEPOK,2024/03/11,917711472
1943,{'$oid': '65fa271c3a80014f4a269399'},950000000,2,1,83,PABEAN CANTIKAN,KOTA SURABAYA,2024/03/16,918007432
1944,{'$oid': '65fa271c3a80014f4a26939a'},1300000000,3,2,120,UMBULHARJO,KOTA YOGYAKARTA,2024/03/20,881842513
1945,{'$oid': '65fa271c3a80014f4a26939b'},{'$numberLong': '7500000000'},10,10,559,WIROBRAJAN,KOTA YOGYAKARTA,2024/03/20,894538357
1946,{'$oid': '65fa271c3a80014f4a26939c'},950000000,3,2,119,MIJEN,KOTA SEMARANG,2024/03/20,918175342
1947,{'$oid': '65fa271c3a80014f4a26939d'},1100000000,3,2,82,MAKASAR,JAKARTA TIMUR,2024/03/20,918175274
1948,{'$oid': '65fa271c3a80014f4a26939e'},160000000,1,1,60,BABELAN,KAB. BEKASI,2024/03/20,918175266
1949,{'$oid': '65fa271c3a80014f4a26939f'},1100000000,2,1,70,GUNUNG PUTRI,KAB. BOGOR,2024/03/20,902051401
1950,{'$oid': '65fa271c3a80014f4a2693a0'},1600000000,2,1,58,BEKASI SELATAN,KOTA BEKASI,2024/03/20,911329620
1951,{'$oid': '65fa271c3a80014f4a2693a1'},1800000000,5,2,200,JATI SAMPURNA,KOTA BEKASI,2024/03/20,913793432
1952,{'$oid': '65fa271c3a80014f4a2693a2'},950000000,3,1,70,CIMANGGIS,KOTA DEPOK,2024/03/20,915950766
1953,{'$oid': '65fa271c3a80014f4a2693a3'},{'$numberLong': '3000000000'},4,3,325,GUNUNG PUTRI,KAB. BOGOR,2024/03/20,913775449
1954,{'$oid': '65fa271c3a80014f4a2693a4'},{'$numberLong': '9000000000'},5,4,625,TAPOS,KOTA DEPOK,2024/03/20,881773242
1955,{'$oid': '65fa271c3a80014f4a2693a5'},430000000,2,1,36,GUNUNG SINDUR,KAB. BOGOR,2024/02/11,916363935
1956,{'$oid': '65fa271c3a80014f4a2693a6'},975000000,3,3,114,JATIASIH,KOTA BEKASI,2024/03/14,917900545
1957,{'$oid': '65fa271c3a80014f4a2693a7'},2000000000,1,1,98,MAKASSAR KOTA,SULAWESI SELATAN,2024/03/12,917790974
1958,{'$oid': '65fa271c3a80014f4a2693a8'},830000000,2,1,90,SOREANG,KAB. BANDUNG,2024/02/27,917113130
1959,{'$oid': '65fa271c3a80014f4a2693a9'},1700000000,2,2,76,BEKASI SELATAN,KOTA BEKASI,2024/03/20,912597817
1960,{'$oid': '65fa271c3a80014f4a2693aa'},1100000000,3,2,80,CIPAYUNG,JAKARTA TIMUR,2024/03/20,918175216
1961,{'$oid': '65fa271c3a80014f4a2693ab'},805000000,3,2,80,PEDURUNGAN,KOTA SEMARANG,2024/03/20,918175214
1962,{'$oid': '65fa271c3a80014f4a2693ac'},{'$numberLong': '2899995000'},3,3,123,BANDUNG WETAN,KOTA BANDUNG,2024/03/20,918175188
1963,{'$oid': '65fa271c3a80014f4a2693ad'},1350000000,4,4,150,GUNUNG PUTRI,KAB. BOGOR,2024/03/20,864184700
1964,{'$oid': '65fa271c3a80014f4a2693ae'},{'$numberLong': '3900000000'},4,4,200,SERPONG,KOTA TANGERANG SELATAN,2024/03/20,918175176
1965,{'$oid': '65fa271c3a80014f4a2693af'},350000000,2,1,70,CILANGKAP,JAKARTA TIMUR,2024/03/20,914758040
1966,{'$oid': '65fa271c3a80014f4a2693b0'},1550000000,4,2,100,CIPONDOH,KOTA TANGERANG,2024/03/20,899012994
1967,{'$oid': '65fa271c3a80014f4a2693b1'},{'$numberLong': '5000000000'},9,8,200,DEPOK,KAB. SLEMAN,2024/03/20,918175142
1968,{'$oid': '65fa271c3a80014f4a2693b2'},{'$numberLong': '2412345000'},3,2,112,SUMUR BANDUNG,KOTA BANDUNG,2024/03/20,918175139
1969,{'$oid': '65fa271c3a80014f4a2693b3'},225000000,2,1,50,DELI TUA,KAB. DELI SERDANG,2024/03/20,918175135
1970,{'$oid': '65fa271c3a80014f4a2693b4'},{'$numberLong': '7000000001'},6,6,500,PESANGGRAHAN,JAKARTA SELATAN,2024/03/20,846347323
1971,{'$oid': '65fa271c3a80014f4a2693b5'},360000000,4,2,100,PADALARANG,KAB. BANDUNG BARAT,2024/01/31,915866656
1972,{'$oid': '65fa271c3a80014f4a2693b6'},{'$numberLong': '2300000000'},3,3,90,DUREN SAWIT,JAKARTA TIMUR,2024/02/26,917077720
1973,{'$oid': '65fa271c3a80014f4a2693b7'},475000000,2,2,42,CIBIRU,KOTA BANDUNG,2024/03/06,917517246
1974,{'$oid': '65fa271c3a80014f4a2693b8'},1700000000,5,4,165,WARU,KAB. SIDOARJO,2024/03/17,918041090
1975,{'$oid': '65fa271c3a80014f4a2693b9'},{'$numberLong': '18000000000'},6,5,1556,SAMBIKEREP,KOTA SURABAYA,2024/03/20,918175113
1976,{'$oid': '65fa271c3a80014f4a2693ba'},2050000000,4,2,80,KELAPA GADING,JAKARTA UTARA,2024/03/20,915981839
1977,{'$oid': '65fa271c3a80014f4a2693bb'},370000000,2,2,60,MEDAN AMPLAS,KOTA MEDAN,2024/03/20,918175088
1978,{'$oid': '65fa271c3a80014f4a2693bc'},5500000,1,1,461,KENJERAN,KOTA SURABAYA,2024/03/20,906475394
1979,{'$oid': '65fa271c3a80014f4a2693bd'},520000000,4,2,80,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/20,915480792
1980,{'$oid': '65fa271c3a80014f4a2693be'},930000000,4,3,78,CILINCING,JAKARTA UTARA,2024/03/20,918175083
1981,{'$oid': '65fa271c3a80014f4a2693bf'},850000000,2,2,55,MATRAMAN,JAKARTA TIMUR,2024/03/20,918175079
1982,{'$oid': '65fa271c3a80014f4a2693c0'},1300000000,3,1,120,HR MUHAMMAD,KOTA SURABAYA,2024/03/20,906860586
1983,{'$oid': '65fa271c3a80014f4a2693c1'},{'$numberLong': '7500000000'},4,4,260,PAGEDANGAN,KAB. TANGERANG,2024/03/20,902687371
1984,{'$oid': '65fa271c3a80014f4a2693c2'},{'$numberLong': '5000000000'},4,3,200,SERPONG UTARA,KOTA TANGERANG SELATAN,2024/03/20,901706086
1985,{'$oid': '65fa271c3a80014f4a2693c3'},{'$numberLong': '4500000000'},4,3,450,MAYJEN SUNGKONO,KOTA SURABAYA,2024/03/20,904481096
1986,{'$oid': '65fa271c3a80014f4a2693c4'},1900000000,4,3,130,SERPONG UTARA,KOTA TANGERANG SELATAN,2024/03/20,918175064
1987,{'$oid': '65fa271c3a80014f4a2693c5'},1899000000,4,3,150,SLEMAN,KAB. SLEMAN,2024/03/02,917315244
1988,{'$oid': '65fa271c3a80014f4a2693c6'},500000000,2,1,55,CIKARANG SELATAN,KAB. BEKASI,2024/03/14,917879914
