,_id,price,bedroom,bathroom,area,district,city,releaseDate,id
786,{'$oid': '65edbcc87bd0c6316a3678e5'},480000000,2,1,37,SUMUR BANDUNG,KOTA BANDUNG,2024/03/10,912391610
787,{'$oid': '65edbcc87bd0c6316a3678e6'},579000000,2,2,56,CIMEUNYAN,KAB. BANDUNG,2024/03/10,912386966
788,{'$oid': '65edbcc87bd0c6316a3678e7'},600000001,3,2,64,CIRACAS,JAKARTA TIMUR,2024/03/10,917699914
789,{'$oid': '65edbcc87bd0c6316a3678e8'},680000000,2,2,75,PARONGPONG,KAB. BANDUNG BARAT,2024/03/10,912185622
790,{'$oid': '65edbcc87bd0c6316a3678e9'},240000000,2,1,30,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/10,917699901
791,{'$oid': '65edbcc87bd0c6316a3678ea'},740000000,3,3,100,PARONGPONG,KAB. BANDUNG BARAT,2024/03/10,912186188
792,{'$oid': '65edbcc87bd0c6316a3678eb'},1995000000,3,3,136,KEBAYORAN BARU,JAKARTA SELATAN,2024/03/10,917699883
793,{'$oid': '65edbcc87bd0c6316a3678ec'},95000000,2,1,54,MUSTIKA JAYA,KOTA BEKASI,2024/02/20,916781936
794,{'$oid': '65edbcc87bd0c6316a3678ed'},{'$numberLong': '5000000000'},8,5,500,SOREANG,KAB. BANDUNG,2024/03/07,917567684
795,{'$oid': '65edbcc87bd0c6316a3678ee'},710000000,2,1,125,BANJARAN,KAB. BANDUNG,2024/07/04,900415450
796,{'$oid': '65edbcc87bd0c6316a3678ef'},690000000,5,2,223,LIMO,KOTA DEPOK,2024/02/16,916558758
797,{'$oid': '65edbcc87bd0c6316a3678f0'},385000000,2,1,72,KELAPA DUA,KAB. TANGERANG,2024/03/10,917699881
798,{'$oid': '65edbcc87bd0c6316a3678f1'},{'$numberLong': '3000000000'},4,2,250,JATI SAMPURNA,KOTA BEKASI,2024/03/10,917699880
799,{'$oid': '65edbcc87bd0c6316a3678f2'},1500000000,4,3,115,CIBUBUR,JAKARTA TIMUR,2024/03/10,917699878
800,{'$oid': '65edbcc87bd0c6316a3678f3'},2000000000,5,3,156,TEBET,JAKARTA SELATAN,2024/03/10,917699876
801,{'$oid': '65edbcc87bd0c6316a3678f4'},750000000,2,1,45,TAMAN,KAB. SIDOARJO,2024/03/10,917699862
802,{'$oid': '65edbcc87bd0c6316a3678f5'},400000000,2,2,56,CIPEDES,KOTA TASIKMALAYA,2024/03/10,917699861
803,{'$oid': '65edbcc87bd0c6316a3678f6'},{'$numberLong': '5300000000'},4,3,162,PONDOK AREN,KOTA TANGERANG SELATAN,2024/03/10,917699834
804,{'$oid': '65edbcc87bd0c6316a3678f7'},450000000,2,1,36,CIMEUNYAN,KAB. BANDUNG,2024/03/10,913846691
805,{'$oid': '65edbcc87bd0c6316a3678f8'},550000000,2,1,51,CILEUNYI,KAB. BANDUNG,2024/03/10,913848833
806,{'$oid': '65edbcc87bd0c6316a3678f9'},386000000,2,1,42,RAYA DARMO,KOTA SURABAYA,2024/03/10,917699804
807,{'$oid': '65edbcc87bd0c6316a3678fa'},1850000000,3,3,130,CICENDO,KOTA BANDUNG,2024/03/10,917699794
808,{'$oid': '65edbcc87bd0c6316a3678fb'},1600000000,2,1,70,CIBUBUR,JAKARTA TIMUR,2024/02/14,916503376
809,{'$oid': '65edbcc87bd0c6316a3678fc'},830000000,2,1,90,SOREANG,KAB. BANDUNG,2024/02/27,917113130
810,{'$oid': '65edbcc87bd0c6316a3678fd'},360000000,4,2,100,PADALARANG,KAB. BANDUNG BARAT,2024/01/31,915866656
811,{'$oid': '65edbcc87bd0c6316a3678fe'},{'$numberLong': '2300000000'},3,3,90,DUREN SAWIT,JAKARTA TIMUR,2024/02/26,917077720
812,{'$oid': '65edbcc87bd0c6316a3678ff'},1800000000,7,3,280,BUAHBATU (MARGACINTA),KOTA BANDUNG,2024/03/10,913973579
813,{'$oid': '65edbcc87bd0c6316a367900'},455000000,2,1,65,KOSAMBI,KAB. TANGERANG,2024/03/10,917699788
814,{'$oid': '65edbcc87bd0c6316a367901'},595000000,2,1,42,CIBIRU,KOTA BANDUNG,2024/03/10,914774177
815,{'$oid': '65edbcc87bd0c6316a367902'},295000000,2,1,38,SAWANGAN,KOTA DEPOK,2024/03/10,914270749
816,{'$oid': '65edbcc87bd0c6316a367903'},501000000,2,1,22,CILEUNYI,KAB. BANDUNG,2024/03/10,914773410
817,{'$oid': '65edbcc87bd0c6316a367904'},950000000,3,1,84,CILODONG,KOTA DEPOK,2024/03/10,917699770
818,{'$oid': '65edbcc87bd0c6316a367905'},890000000,2,1,45,BANDUNG KULON,KOTA BANDUNG,2024/03/10,914763934
819,{'$oid': '65edbcc87bd0c6316a367906'},950000000,2,2,70,ARCAMANIK,KOTA BANDUNG,2024/03/10,914774765
820,{'$oid': '65f1ccbeb99ea3cf9b20187e'},1100000000,3,1,50,LOWOKWARU,KOTA MALANG,2024/03/11,917742741
821,{'$oid': '65f1ccbeb99ea3cf9b20187f'},1600000000,5,3,260,TANAH SEREAL,KOTA BOGOR,2024/02/23,916889364
822,{'$oid': '65f1ccbeb99ea3cf9b201880'},700000000,3,1,65,BATURITI,KAB. TABANAN,2024/03/04,911172251
823,{'$oid': '65f1ccbeb99ea3cf9b201881'},1900000000,10,10,546,MEDAN KOTA,KOTA MEDAN,2024/02/29,917206252
824,{'$oid': '65f1ccbeb99ea3cf9b201882'},{'$numberLong': '6250000000'},6,2,250,BUMI SERPONG DAMAI,KOTA TANGERANG SELATAN,2024/03/13,917853653
825,{'$oid': '65f1ccbeb99ea3cf9b201883'},{'$numberLong': '10000000000'},6,5,400,COBLONG,KOTA BANDUNG,2024/03/13,899797555
826,{'$oid': '65f1ccbeb99ea3cf9b201884'},240000000,2,1,30,MAMPANG PRAPATAN,JAKARTA SELATAN,2024/03/13,917853621
827,{'$oid': '65f1ccbeb99ea3cf9b201885'},{'$numberLong': '6500000000'},4,3,360,COBLONG,KOTA BANDUNG,2024/03/13,900223825
828,{'$oid': '65f1ccbeb99ea3cf9b201886'},750000000,2,1,55,MAKASAR,JAKARTA TIMUR,2024/03/13,917853588
829,{'$oid': '65f1ccbeb99ea3cf9b201887'},{'$numberLong': '5300000000'},5,4,350,COBLONG,KOTA BANDUNG,2024/03/13,900349644
830,{'$oid': '65f1ccbeb99ea3cf9b201888'},251500000,3,2,60,BEKASI TIMUR,KOTA BEKASI,2024/03/13,913990325
831,{'$oid': '65f1ccbeb99ea3cf9b201889'},{'$numberLong': '10500000000'},4,6,400,COBLONG,KOTA BANDUNG,2024/03/13,900350108
832,{'$oid': '65f1ccbeb99ea3cf9b20188a'},{'$numberLong': '14000000000'},8,7,600,COBLONG,KOTA BANDUNG,2024/03/13,900351953
833,{'$oid': '65f1ccbeb99ea3cf9b20188b'},1800000,1,1,36,PALMERAH,JAKARTA BARAT,2024/03/13,917853542
834,{'$oid': '65f1ccbeb99ea3cf9b20188c'},240000000,2,1,30,CINERE,KOTA DEPOK,2024/03/13,917853532
835,{'$oid': '65f1ccbeb99ea3cf9b20188d'},550000000,2,1,54,ILIR BARAT I,KOTA PALEMBANG,2024/02/16,914249397
836,{'$oid': '65f1ccbeb99ea3cf9b20188e'},365000000,2,1,74,PEDURUNGAN,KOTA SEMARANG,2024/03/08,917588482
837,{'$oid': '65f1ccbeb99ea3cf9b20188f'},1655000000,4,2,178,COBLONG,KOTA BANDUNG,2024/02/22,913795041
838,{'$oid': '65f1ccbeb99ea3cf9b201890'},{'$numberLong': '2150000000'},3,2,148,HR MUHAMMAD,KOTA SURABAYA,2024/02/28,917132663
839,{'$oid': '65f1ccbeb99ea3cf9b201891'},410000055,2,1,45,KASIHAN,KAB. BANTUL,2024/03/13,917853511
840,{'$oid': '65f1ccbeb99ea3cf9b201892'},{'$numberLong': '6000000000'},5,3,400,BATUNUNGGAL,KOTA BANDUNG,2024/03/13,917853510
841,{'$oid': '65f1ccbeb99ea3cf9b201893'},35000000,2,1,48,TAMBUN UTARA,KAB. BEKASI,2024/03/13,912155512
842,{'$oid': '65f1ccbeb99ea3cf9b201894'},{'$numberLong': '2700000000'},3,2,104,GEDEBAGE,KOTA BANDUNG,2024/03/13,903696244
843,{'$oid': '65f1ccbeb99ea3cf9b201895'},{'$numberLong': '6500000000'},4,4,250,PADALARANG,KAB. BANDUNG BARAT,2024/03/13,903696644
844,{'$oid': '65f1ccbeb99ea3cf9b201896'},240000000,2,1,30,BEJI,KOTA DEPOK,2024/03/13,917853483
845,{'$oid': '65f1ccbeb99ea3cf9b201897'},1600000000,4,3,190,BAKI,KAB. SUKOHARJO,2024/03/13,917853473
846,{'$oid': '65f1ccbeb99ea3cf9b201898'},240000000,2,1,30,PANCORAN MAS,KOTA DEPOK,2024/03/13,917853441
847,{'$oid': '65f1ccbeb99ea3cf9b201899'},{'$numberLong': '5000000000'},4,3,250,PALMERAH,JAKARTA BARAT,2024/03/13,917853424
848,{'$oid': '65f1ccbeb99ea3cf9b20189a'},500000001,3,2,70,TAJURHALANG,KAB. BOGOR,2024/03/13,917853419
849,{'$oid': '65f1ccbeb99ea3cf9b20189b'},{'$numberLong': '2450000000'},5,4,185,RUNGKUT,KOTA SURABAYA,2024/03/13,917853411
850,{'$oid': '65f1ccbeb99ea3cf9b20189c'},{'$numberLong': '6000000000'},4,4,350,ANTAPANI (CICADAS),KOTA BANDUNG,2024/03/13,917853642
851,{'$oid': '65f1ccbeb99ea3cf9b20189d'},1750000000,3,2,142,MANDALAJATI,KOTA BANDUNG,2024/01/30,915808051
852,{'$oid': '65f1ccbeb99ea3cf9b20189e'},160000000,2,1,28,CIKANDE,KAB. SERANG,2024/01/22,915395094
853,{'$oid': '65f1ccbeb99ea3cf9b20189f'},1300000000,4,4,154,WANEA,KOTA MANADO,2024/01/22,915424357
854,{'$oid': '65f1ccbeb99ea3cf9b2018a0'},{'$numberLong': '3000000000'},3,3,90,JEBRES,KOTA SURAKARTA,2024/02/20,913512397
855,{'$oid': '65f1ccbeb99ea3cf9b2018a1'},995000000,3,2,100,TANGERANG,KOTA TANGERANG,2024/03/13,917853402
856,{'$oid': '65f1ccbeb99ea3cf9b2018a2'},240000000,2,1,30,SAWANGAN,KOTA DEPOK,2024/03/13,917853397
857,{'$oid': '65f1ccbeb99ea3cf9b2018a3'},385000055,2,1,45,KASIHAN,KAB. BANTUL,2024/03/13,917853387
858,{'$oid': '65f1ccbeb99ea3cf9b2018a4'},{'$numberLong': '3500000000'},5,4,235,CIBEUNYING KALER,KOTA BANDUNG,2024/03/13,915685388
859,{'$oid': '65f1ccbeb99ea3cf9b2018a5'},800000000,2,2,55,KEBAYORAN BARU,JAKARTA SELATAN,2024/03/13,917853345
860,{'$oid': '65f1cf711cce7fedceff545a'},780000000,3,2,77,BALIKPAPAN SELATAN,KOTA BALIKPAPAN,2024/07/07,900667023
861,{'$oid': '65f1cf711cce7fedceff545b'},1300000000,3,2,65,TELUKJAMBE TIMUR,KAB. KARAWANG,2024/02/17,916632360
862,{'$oid': '65f1cf711cce7fedceff545c'},{'$numberLong': '4420000000'},4,3,137,BABAKAN MADANG,KAB. BOGOR,2024/02/05,916109286
863,{'$oid': '65f1cf711cce7fedceff545d'},420000000,2,1,53,CIKARANG SELATAN,KAB. BEKASI,2024/02/08,916236308
864,{'$oid': '65f1cf711cce7fedceff545e'},2100000000,4,4,90,SERPONG,KOTA TANGERANG SELATAN,2024/03/13,917853926
